,augments,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits,units,companion.content_ID,companion.item_ID,companion.skin_ID,companion.species,partner_group_id,metadata,littlelegend
0,"['TFT10_Augment_Stimpack', 'TFT10_Augment_CrownGuarded', 'TFT9_Augment_Commander_TeamingUp2']",5,34,9,1,2,eKU7KDbQPbPeLSt9wlKs8Qww9ApegOpghAftuhvk8XKAwZRIaU6AVeJ_RxdASTPQoite3UiO0i6uGA,1845.2811279296875,177,"[{'name': 'Set10_Brawler', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Dazzler', 'num_units': 5, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Funk', 'num_units': 6, 'style': 3, 'tier_current': 4, 'tier_total': 4}, {'name': 'Set10_Guardian', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Hyperpop', 'num_units': 2, 'style': 3, 'tier_current': 2, 'tier_total': 4}, {'name': 'Set10_IllBeats', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_TrueDamage', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT10_Taric', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Nami', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Gragas', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_Leviathan', 'TFT_Item_PowerGauntlet'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Lulu', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_UnstableConcoction', 'TFT_Item_SpectralGauntlet'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT10_Item_DazzlerEmblem', 'TFT_Item_NightHarvester'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_TwistedFate', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_Morellonomicon', 'TFT_Item_SpearOfShojin'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Blitzcrank', 'itemNames': ['TFT5_Item_ZzRotPortalRadiant', 'TFT_Item_Crownguard', 'TFT_Item_IonicSpark'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Illaoi', 'itemNames': ['TFT_Item_DragonsClaw', 'TFT_Item_BrambleVest', 'TFT10_Item_DiscoEmblem'], 'name': '', 'rarity': 6, 'tier': 2}, {'character_id': 'TFT10_Ziggs', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_StatikkShiv', 'TFT_Item_JeweledGauntlet'], 'name': '', 'rarity': 6, 'tier': 1}]",61e2a758-7bc8-4406-8d44-76e2e0ee40a8,26006,6,PetUmbra,,"{'data_version': '5', 'match_id': 'NA1_4902048055', 'participants': ['eKU7KDbQPbPeLSt9wlKs8Qww9ApegOpghAftuhvk8XKAwZRIaU6AVeJ_RxdASTPQoite3UiO0i6uGA', 'pKj2FK0c6rx-cbsoP8B7AQlHzn-7vFy-7JrD6sURQt9t5283tJbg4guKJMO8vagxyZKGEt_9nekVvg', 'yFHvZVLmoWQvgft4dJ5v9MaWNBc0VLBivITB_ZVTuaP3bJ8SODSQ56rVog8P-uLYdvlg4gX15APpjA', 'SFAkMSWpD3aiOOhDaMi8TSsFtRT6nkqUkfNGLZPPMsSRx3O4tEjMTl6upXsAVMIluBmdgvD7K6CGxA', 'kKH_2RHWSJFtmWub0TCo_XRMws3KoByTn5_rfBYGlgJ6afbB_PgjnR__f2jctUVCjWC-MvRcKQouag', 'uGNhvePxzdKR3ypsW6JdnP4s31MnOF8KuCQsfSPSJx2ZjhgWPC-oRRxWF8qUApJ-S1l0Ytdmk7xPnQ', 'hB_OsJYE4QxdZDvU-IxhTVOXs6r9LM7vg3dP9vUx5umONQEHfw6kHAdPTteyK3P5ueMI6qrvx9Yplg', '-T51jGCvNTBfrlGLzzWeWULPAqndCpYu5IEmxPYQtqZd-5j-AmK6tgIzS3Q6EbJ4IavZIojG-zitMw']}",Black Mist Umbra3
1,"['TFT9_Augment_IndomitableWill', 'TFT9_Augment_PandorasItems2', 'TFT10_Augment_LiveForDanger']",40,30,8,6,1,pKj2FK0c6rx-cbsoP8B7AQlHzn-7vFy-7JrD6sURQt9t5283tJbg4guKJMO8vagxyZKGEt_9nekVvg,1637.61181640625,86,"[{'name': 'Set10_8Bit', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_CrowdDive', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Deadeye', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Edgelord', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Pentakill', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_PopBand', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Quickshot', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}]","[{'character_id': 'TFT10_Corki', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Kayle', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Garen', 'itemNames': ['TFT_Item_TitansResolve', 'TFT_Item_Redemption'], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT10_Mordekaiser', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT10_Yone', 'itemNames': ['TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve', 'TFT_Item_UnstableConcoction'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Riven', 'itemNames': ['TFT_Item_TitansResolve', 'TFT_Item_SteraksGage', 'TFT_Item_Bloodthirster'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT10_Viego', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Caitlyn', 'itemNames': ['TFT_Item_MadredsBloodrazor'], 'name': '', 'rarity': 4, 'tier': 1}]",a9c9b3f3-6e59-4a68-ba1d-e19dc36fe762,15022,22,PetSennaBunny,,"{'data_version': '5', 'match_id': 'NA1_4902048055', 'participants': ['eKU7KDbQPbPeLSt9wlKs8Qww9ApegOpghAftuhvk8XKAwZRIaU6AVeJ_RxdASTPQoite3UiO0i6uGA', 'pKj2FK0c6rx-cbsoP8B7AQlHzn-7vFy-7JrD6sURQt9t5283tJbg4guKJMO8vagxyZKGEt_9nekVvg', 'yFHvZVLmoWQvgft4dJ5v9MaWNBc0VLBivITB_ZVTuaP3bJ8SODSQ56rVog8P-uLYdvlg4gX15APpjA', 'SFAkMSWpD3aiOOhDaMi8TSsFtRT6nkqUkfNGLZPPMsSRx3O4tEjMTl6upXsAVMIluBmdgvD7K6CGxA', 'kKH_2RHWSJFtmWub0TCo_XRMws3KoByTn5_rfBYGlgJ6afbB_PgjnR__f2jctUVCjWC-MvRcKQouag', 'uGNhvePxzdKR3ypsW6JdnP4s31MnOF8KuCQsfSPSJx2ZjhgWPC-oRRxWF8qUApJ-S1l0Ytdmk7xPnQ', 'hB_OsJYE4QxdZDvU-IxhTVOXs6r9LM7vg3dP9vUx5umONQEHfw6kHAdPTteyK3P5ueMI6qrvx9Yplg', '-T51jGCvNTBfrlGLzzWeWULPAqndCpYu5IEmxPYQtqZd-5j-AmK6tgIzS3Q6EbJ4IavZIojG-zitMw']}",Akana Melisma1
2,"['TFT9_Augment_PumpingUp', 'TFT9_Augment_YouHaveMySword', 'TFT10_Augment_GuardianHeroicPresence']",1,31,7,5,1,yFHvZVLmoWQvgft4dJ5v9MaWNBc0VLBivITB_ZVTuaP3bJ8SODSQ56rVog8P-uLYdvlg4gX15APpjA,1695.6007080078125,93,"[{'name': 'Set10_Emo', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Executioner', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_PunkRock', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Quickshot', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Spellweaver', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT10_Vi', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT10_Jinx', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_RunaansHurricane', 'TFT_Item_LastWhisper'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT10_Annie', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT10_Twitch', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_SpearOfShojin', 'TFT10_Item_EmoEmblem'], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT10_Pantheon', 'itemNames': ['TFT_Item_Crownguard', 'TFT_Item_Redemption'], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT10_Amumu', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Vex', 'itemNames': ['TFT_Item_HextechGunblade'], 'name': '', 'rarity': 2, 'tier': 2}]",964ce773-3cdd-4678-85d4-e989c0a79bd5,15019,19,PetSennaBunny,,"{'data_version': '5', 'match_id': 'NA1_4902048055', 'participants': ['eKU7KDbQPbPeLSt9wlKs8Qww9ApegOpghAftuhvk8XKAwZRIaU6AVeJ_RxdASTPQoite3UiO0i6uGA', 'pKj2FK0c6rx-cbsoP8B7AQlHzn-7vFy-7JrD6sURQt9t5283tJbg4guKJMO8vagxyZKGEt_9nekVvg', 'yFHvZVLmoWQvgft4dJ5v9MaWNBc0VLBivITB_ZVTuaP3bJ8SODSQ56rVog8P-uLYdvlg4gX15APpjA', 'SFAkMSWpD3aiOOhDaMi8TSsFtRT6nkqUkfNGLZPPMsSRx3O4tEjMTl6upXsAVMIluBmdgvD7K6CGxA', 'kKH_2RHWSJFtmWub0TCo_XRMws3KoByTn5_rfBYGlgJ6afbB_PgjnR__f2jctUVCjWC-MvRcKQouag', 'uGNhvePxzdKR3ypsW6JdnP4s31MnOF8KuCQsfSPSJx2ZjhgWPC-oRRxWF8qUApJ-S1l0Ytdmk7xPnQ', 'hB_OsJYE4QxdZDvU-IxhTVOXs6r9LM7vg3dP9vUx5umONQEHfw6kHAdPTteyK3P5ueMI6qrvx9Yplg', '-T51jGCvNTBfrlGLzzWeWULPAqndCpYu5IEmxPYQtqZd-5j-AmK6tgIzS3Q6EbJ4IavZIojG-zitMw']}",Kanmei Melisma1
3,"['TFT10_Augment_SilverVeil', 'TFT10_Augment_BlingedOut', 'TFT9_Augment_PandorasItems2']",3,31,9,4,0,SFAkMSWpD3aiOOhDaMi8TSsFtRT6nkqUkfNGLZPPMsSRx3O4tEjMTl6upXsAVMIluBmdgvD7K6CGxA,1696.4041748046875,97,"[{'name': 'Set10_8Bit', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Breakout', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Edgelord', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Executioner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_KDA', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Pentakill', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Quickshot', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Superfan', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_TrueDamage', 'num_units': 7, 'style': 3, 'tier_current': 3, 'tier_total': 4}]","[{'character_id': 'TFT10_Lillia', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Yasuo', 'itemNames': ['TFT_Item_SteraksGage', 'TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT10_Kennen', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Senna', 'itemNames': ['TFT_Item_GuinsoosRageblade'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Neeko', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT_Item_WarmogsArmor', 'TFT_Item_DragonsClaw'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Riven', 'itemNames': ['TFT10_Item_TrueDamageEmblem'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Viego', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Akali_TrueDamage', 'itemNames': ['TFT_Item_GuardianAngel', 'TFT_Item_UnstableConcoction', 'TFT_Item_InfinityEdge'], 'name': '', 'rarity': 4, 'tier': 1}]",c1bc56c6-2c0c-4af2-bf04-0b1ce6ad9eb9,45003,3,PetChibiKaisa,,"{'data_version': '5', 'match_id': 'NA1_4902048055', 'participants': ['eKU7KDbQPbPeLSt9wlKs8Qww9ApegOpghAftuhvk8XKAwZRIaU6AVeJ_RxdASTPQoite3UiO0i6uGA', 'pKj2FK0c6rx-cbsoP8B7AQlHzn-7vFy-7JrD6sURQt9t5283tJbg4guKJMO8vagxyZKGEt_9nekVvg', 'yFHvZVLmoWQvgft4dJ5v9MaWNBc0VLBivITB_ZVTuaP3bJ8SODSQ56rVog8P-uLYdvlg4gX15APpjA', 'SFAkMSWpD3aiOOhDaMi8TSsFtRT6nkqUkfNGLZPPMsSRx3O4tEjMTl6upXsAVMIluBmdgvD7K6CGxA', 'kKH_2RHWSJFtmWub0TCo_XRMws3KoByTn5_rfBYGlgJ6afbB_PgjnR__f2jctUVCjWC-MvRcKQouag', 'uGNhvePxzdKR3ypsW6JdnP4s31MnOF8KuCQsfSPSJx2ZjhgWPC-oRRxWF8qUApJ-S1l0Ytdmk7xPnQ', 'hB_OsJYE4QxdZDvU-IxhTVOXs6r9LM7vg3dP9vUx5umONQEHfw6kHAdPTteyK3P5ueMI6qrvx9Yplg', '-T51jGCvNTBfrlGLzzWeWULPAqndCpYu5IEmxPYQtqZd-5j-AmK6tgIzS3Q6EbJ4IavZIojG-zitMw']}",
4,"['TFT10_Augment_Stimpack', 'TFT9_Augment_Idealism', 'TFT10_Augment_CrashTestDummies']",3,33,8,3,1,kKH_2RHWSJFtmWub0TCo_XRMws3KoByTn5_rfBYGlgJ6afbB_PgjnR__f2jctUVCjWC-MvRcKQouag,1789.478515625,107,"[{'name': 'Set10_Country', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_CrowdDive', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_EDM', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Edgelord', 'num_units': 4, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Pentakill', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_PopBand', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_TrueDamage', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_TwoSides', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}]","[{'character_id': 'TFT10_Kayle', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Katarina', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Mordekaiser', 'itemNames': ['TFT_Item_SpectralGauntlet', 'TFT_Item_GiantsBelt'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Ekko', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Yone', 'itemNames': ['TFT_Item_TitansResolve', 'TFT_Item_UnstableConcoction', 'TFT_Item_Bloodthirster'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT10_Viego', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_Redemption', 'TFT_Item_BrambleVest'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Zed', 'itemNames': ['TFT_Item_Bloodthirster', 'TFT_Item_GuardianAngel', 'TFT_Item_InfinityEdge'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Kayn', 'itemNames': ['TFT_Item_BlueBuff', 'TFT_Item_RapidFireCannon', 'TFT_Item_RabadonsDeathcap'], 'name': '', 'rarity': 6, 'tier': 1}]",a6bbf1c5-c7e1-4c85-89bb-7491ccfdcad9,41004,4,PetGloop,,"{'data_version': '5', 'match_id': 'NA1_4902048055', 'participants': ['eKU7KDbQPbPeLSt9wlKs8Qww9ApegOpghAftuhvk8XKAwZRIaU6AVeJ_RxdASTPQoite3UiO0i6uGA', 'pKj2FK0c6rx-cbsoP8B7AQlHzn-7vFy-7JrD6sURQt9t5283tJbg4guKJMO8vagxyZKGEt_9nekVvg', 'yFHvZVLmoWQvgft4dJ5v9MaWNBc0VLBivITB_ZVTuaP3bJ8SODSQ56rVog8P-uLYdvlg4gX15APpjA', 'SFAkMSWpD3aiOOhDaMi8TSsFtRT6nkqUkfNGLZPPMsSRx3O4tEjMTl6upXsAVMIluBmdgvD7K6CGxA', 'kKH_2RHWSJFtmWub0TCo_XRMws3KoByTn5_rfBYGlgJ6afbB_PgjnR__f2jctUVCjWC-MvRcKQouag', 'uGNhvePxzdKR3ypsW6JdnP4s31MnOF8KuCQsfSPSJx2ZjhgWPC-oRRxWF8qUApJ-S1l0Ytdmk7xPnQ', 'hB_OsJYE4QxdZDvU-IxhTVOXs6r9LM7vg3dP9vUx5umONQEHfw6kHAdPTteyK3P5ueMI6qrvx9Yplg', '-T51jGCvNTBfrlGLzzWeWULPAqndCpYu5IEmxPYQtqZd-5j-AmK6tgIzS3Q6EbJ4IavZIojG-zitMw']}",Honeybuzz Gloop1
5,"['TFT9_Augment_RedBuff', 'TFT9_Augment_OldMansWalkingStick', 'TFT9_Augment_Formation2']",3,27,7,8,0,uGNhvePxzdKR3ypsW6JdnP4s31MnOF8KuCQsfSPSJx2ZjhgWPC-oRRxWF8qUApJ-S1l0Ytdmk7xPnQ,1489.3360595703125,43,"[{'name': 'Set10_Breakout', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Executioner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_KDA', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_PopBand', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Quickshot', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Superfan', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_TrueDamage', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 4}]","[{'character_id': 'TFT10_Lillia', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Kennen', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Senna', 'itemNames': ['TFT_Item_SpearOfShojin', 'TFT_Item_Leviathan', 'TFT_Item_SpearOfShojin'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Aphelios', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Neeko', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_DragonsClaw'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Akali_TrueDamage', 'itemNames': ['TFT_Item_UnstableConcoction'], 'name': '', 'rarity': 4, 'tier': 2}]",c70a49fc-9a95-4c6a-a3fe-319721c208a1,25047,47,PetAoShin,,"{'data_version': '5', 'match_id': 'NA1_4902048055', 'participants': ['eKU7KDbQPbPeLSt9wlKs8Qww9ApegOpghAftuhvk8XKAwZRIaU6AVeJ_RxdASTPQoite3UiO0i6uGA', 'pKj2FK0c6rx-cbsoP8B7AQlHzn-7vFy-7JrD6sURQt9t5283tJbg4guKJMO8vagxyZKGEt_9nekVvg', 'yFHvZVLmoWQvgft4dJ5v9MaWNBc0VLBivITB_ZVTuaP3bJ8SODSQ56rVog8P-uLYdvlg4gX15APpjA', 'SFAkMSWpD3aiOOhDaMi8TSsFtRT6nkqUkfNGLZPPMsSRx3O4tEjMTl6upXsAVMIluBmdgvD7K6CGxA', 'kKH_2RHWSJFtmWub0TCo_XRMws3KoByTn5_rfBYGlgJ6afbB_PgjnR__f2jctUVCjWC-MvRcKQouag', 'uGNhvePxzdKR3ypsW6JdnP4s31MnOF8KuCQsfSPSJx2ZjhgWPC-oRRxWF8qUApJ-S1l0Ytdmk7xPnQ', 'hB_OsJYE4QxdZDvU-IxhTVOXs6r9LM7vg3dP9vUx5umONQEHfw6kHAdPTteyK3P5ueMI6qrvx9Yplg', '-T51jGCvNTBfrlGLzzWeWULPAqndCpYu5IEmxPYQtqZd-5j-AmK6tgIzS3Q6EbJ4IavZIojG-zitMw']}",
6,"['TFT9_Augment_CustomerIsAlwaysRight', 'TFT9_Augment_OldMansWalkingStick', 'TFT10_Augment_HeroicGrabBag']",51,28,8,7,0,hB_OsJYE4QxdZDvU-IxhTVOXs6r9LM7vg3dP9vUx5umONQEHfw6kHAdPTteyK3P5ueMI6qrvx9Yplg,1544.4154052734375,69,"[{'name': 'Set10_Brawler', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Country', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_CrowdDive', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Dazzler', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_EDM', 'num_units': 5, 'style': 3, 'tier_current': 4, 'tier_total': 4}, {'name': 'Set10_Fighter', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Pentakill', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_PopBand', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_PunkRock', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Superfan', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT10_Vi', 'itemNames': ['TFT10_Item_PentakillEmblem'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Gnar', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT10_Jax', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster'], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT10_Lux', 'itemNames': ['TFT_Item_RabadonsDeathcap', 'TFT_Item_JeweledGauntlet'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Sett', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Urgot', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Zac', 'itemNames': ['TFT_Item_IonicSpark', 'TFT_Item_RedBuff'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Zed', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}]",12065c27-2725-4c60-bd80-8ab98809f045,56002,2,PetChibiZed,,"{'data_version': '5', 'match_id': 'NA1_4902048055', 'participants': ['eKU7KDbQPbPeLSt9wlKs8Qww9ApegOpghAftuhvk8XKAwZRIaU6AVeJ_RxdASTPQoite3UiO0i6uGA', 'pKj2FK0c6rx-cbsoP8B7AQlHzn-7vFy-7JrD6sURQt9t5283tJbg4guKJMO8vagxyZKGEt_9nekVvg', 'yFHvZVLmoWQvgft4dJ5v9MaWNBc0VLBivITB_ZVTuaP3bJ8SODSQ56rVog8P-uLYdvlg4gX15APpjA', 'SFAkMSWpD3aiOOhDaMi8TSsFtRT6nkqUkfNGLZPPMsSRx3O4tEjMTl6upXsAVMIluBmdgvD7K6CGxA', 'kKH_2RHWSJFtmWub0TCo_XRMws3KoByTn5_rfBYGlgJ6afbB_PgjnR__f2jctUVCjWC-MvRcKQouag', 'uGNhvePxzdKR3ypsW6JdnP4s31MnOF8KuCQsfSPSJx2ZjhgWPC-oRRxWF8qUApJ-S1l0Ytdmk7xPnQ', 'hB_OsJYE4QxdZDvU-IxhTVOXs6r9LM7vg3dP9vUx5umONQEHfw6kHAdPTteyK3P5ueMI6qrvx9Yplg', '-T51jGCvNTBfrlGLzzWeWULPAqndCpYu5IEmxPYQtqZd-5j-AmK6tgIzS3Q6EbJ4IavZIojG-zitMw']}",Chibi PROJECT: Zed1
