,augments,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits,units,companion.content_ID,companion.item_ID,companion.skin_ID,companion.species,metadata,littlelegend
0,"['TFT9_Augment_KnowYourEnemy', 'TFT9_Augment_GreaterJeweledLotus', 'TFT10_Augment_SticksAndStones']",52,30,8,5,1,XhMmRhizVrtP9kWahxVmAOBBhQSNHJf3_AD6VblACX4mbRNLIcqGM0S3ip_mUSmNjqXbrzFmEhANcg,1730.326416015625,86,"[{'name': 'Set10_Country', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_CrowdDive', 'num_units': 5, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_EDM', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Edgelord', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Pentakill', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_PopBand', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_TrueDamage', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}]","[{'character_id': 'TFT10_Kayle', 'itemNames': ['TFT_Item_GuinsoosRageblade'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Katarina', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Yone', 'itemNames': ['TFT_Item_MadredsBloodrazor', 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Mordekaiser', 'itemNames': ['TFT_Item_WarmogsArmor'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT_Item_BrambleVest', 'TFT_Item_GargoyleStoneplate'], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT10_Viego', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Zed', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_Quicksilver', 'TFT_Item_RabadonsDeathcap'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Qiyana', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",774f84eb-246d-477e-9bc4-5c6092302680,5,5,PetTFTAvatar,"{'data_version': '5', 'match_id': 'NA1_4882148898', 'participants': ['XhMmRhizVrtP9kWahxVmAOBBhQSNHJf3_AD6VblACX4mbRNLIcqGM0S3ip_mUSmNjqXbrzFmEhANcg', 'hXrOwPaMrzDwTmi-iNzGh3powdax5NJ53dHzutImfJ5nL8lB8EEJSLCyBKMS2t1NJDRzgM13I8z1sQ', '55GiL7D7Q-NIdaI0XvcwRJ1CG-84wCW-qC7TbFCpdrrj-ulKhcfbn2NVvBvO2F3QdMFQ6GuI3n2nzw', 'K3Ms3UaMZCJy0Ueeuxy8XFsXsOcWYHBrk1Adt4quHfzS9IrbDZ0TaRpxsIQYfg4PElJ8pPV89_zD-w', 'M-jYM6XoI585iwc1PgccfMX2DODl788EERtvaKeifIbm3YHpkAqhxz8uDUJH2YPPeZjiroeZgND32Q', 'ZkukPZloeHVaHFq6drEQlwS_4IIKT9E0pib4lNPrpuX-LENB1cnEhtUJsv2FLlkl9kKBscFK7RyBQw', '36mm95k67XqP2vbGYYl5RimMvZsRrt4HnzkkNZorJunW4wecYOgYDzoTXCDfisjTB_T63ntn_LgaNg', 'n5gc2SMPNVh-iyvlhZleLgq-i9bTIW2k6P7pIvVceNYvBV6RsQPgD8m1cY0lChxI3oLof_zKBh4fTQ']}",Dumpling Sprite1
1,"['TFT10_Augment_BlingedOut', 'TFT7_Augment_LuckyGlovesPlus', 'TFT6_Augment_OneTwoFive']",2,31,8,4,1,hXrOwPaMrzDwTmi-iNzGh3powdax5NJ53dHzutImfJ5nL8lB8EEJSLCyBKMS2t1NJDRzgM13I8z1sQ,1800.780517578125,115,"[{'name': 'Set10_8Bit', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Breakout', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Emo', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Executioner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_KDA', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Pentakill', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Quickshot', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Superfan', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_TrueDamage', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}]","[{'character_id': 'TFT10_Lillia', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Senna', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_ArchangelsStaff', 'TFT_Item_TearOfTheGoddess'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Neeko', 'itemNames': ['TFT_Item_WarmogsArmor', 'TFT_Item_TitansResolve', 'TFT_Item_GargoyleStoneplate'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT_Item_GargoyleStoneplate', 'TFT_Item_BrambleVest'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Caitlyn', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Akali', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_UnstableConcoction'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Poppy', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_PowerGauntlet'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Yorick', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",0a8deb55-c751-42d5-896c-621fb3627745,18019,19,PetGargoyle,"{'data_version': '5', 'match_id': 'NA1_4882148898', 'participants': ['XhMmRhizVrtP9kWahxVmAOBBhQSNHJf3_AD6VblACX4mbRNLIcqGM0S3ip_mUSmNjqXbrzFmEhANcg', 'hXrOwPaMrzDwTmi-iNzGh3powdax5NJ53dHzutImfJ5nL8lB8EEJSLCyBKMS2t1NJDRzgM13I8z1sQ', '55GiL7D7Q-NIdaI0XvcwRJ1CG-84wCW-qC7TbFCpdrrj-ulKhcfbn2NVvBvO2F3QdMFQ6GuI3n2nzw', 'K3Ms3UaMZCJy0Ueeuxy8XFsXsOcWYHBrk1Adt4quHfzS9IrbDZ0TaRpxsIQYfg4PElJ8pPV89_zD-w', 'M-jYM6XoI585iwc1PgccfMX2DODl788EERtvaKeifIbm3YHpkAqhxz8uDUJH2YPPeZjiroeZgND32Q', 'ZkukPZloeHVaHFq6drEQlwS_4IIKT9E0pib4lNPrpuX-LENB1cnEhtUJsv2FLlkl9kKBscFK7RyBQw', '36mm95k67XqP2vbGYYl5RimMvZsRrt4HnzkkNZorJunW4wecYOgYDzoTXCDfisjTB_T63ntn_LgaNg', 'n5gc2SMPNVh-iyvlhZleLgq-i9bTIW2k6P7pIvVceNYvBV6RsQPgD8m1cY0lChxI3oLof_zKBh4fTQ']}", Sentinel Craggle1
2,"['TFT6_Augment_SalvageBin', 'TFT6_Augment_GachaAddict', 'TFT9_Augment_IndomitableWill']",1,33,8,3,2,55GiL7D7Q-NIdaI0XvcwRJ1CG-84wCW-qC7TbFCpdrrj-ulKhcfbn2NVvBvO2F3QdMFQ6GuI3n2nzw,1906.376220703125,108,"[{'name': 'Set10_Emo', 'num_units': 6, 'style': 3, 'tier_current': 3, 'tier_total': 3}, {'name': 'Set10_Executioner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Hyperpop', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_KDA', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'Set10_TrueDamage', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT10_Annie', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_StatikkShiv', 'TFT_Item_SpearOfShojin'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT10_Seraphine', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Amumu', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_RunaansHurricane', 'TFT_Item_MadredsBloodrazor'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Vex', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Lulu', 'itemNames': ['TFT_Item_BlueBuff', 'TFT10_Item_EmoEmblem', 'TFT10_Item_KDAEmblem'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT_Item_GargoyleStoneplate', 'TFT_Item_IonicSpark', 'TFT_Item_RedBuff'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Ahri', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Poppy', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}]",489abd90-0929-447d-ba51-0326e0aa5469,42024,24,PetDuckbill,"{'data_version': '5', 'match_id': 'NA1_4882148898', 'participants': ['XhMmRhizVrtP9kWahxVmAOBBhQSNHJf3_AD6VblACX4mbRNLIcqGM0S3ip_mUSmNjqXbrzFmEhANcg', 'hXrOwPaMrzDwTmi-iNzGh3powdax5NJ53dHzutImfJ5nL8lB8EEJSLCyBKMS2t1NJDRzgM13I8z1sQ', '55GiL7D7Q-NIdaI0XvcwRJ1CG-84wCW-qC7TbFCpdrrj-ulKhcfbn2NVvBvO2F3QdMFQ6GuI3n2nzw', 'K3Ms3UaMZCJy0Ueeuxy8XFsXsOcWYHBrk1Adt4quHfzS9IrbDZ0TaRpxsIQYfg4PElJ8pPV89_zD-w', 'M-jYM6XoI585iwc1PgccfMX2DODl788EERtvaKeifIbm3YHpkAqhxz8uDUJH2YPPeZjiroeZgND32Q', 'ZkukPZloeHVaHFq6drEQlwS_4IIKT9E0pib4lNPrpuX-LENB1cnEhtUJsv2FLlkl9kKBscFK7RyBQw', '36mm95k67XqP2vbGYYl5RimMvZsRrt4HnzkkNZorJunW4wecYOgYDzoTXCDfisjTB_T63ntn_LgaNg', 'n5gc2SMPNVh-iyvlhZleLgq-i9bTIW2k6P7pIvVceNYvBV6RsQPgD8m1cY0lChxI3oLof_zKBh4fTQ']}",Goodest Duckbill3
3,"['TFT9_Augment_YouHaveMySword', 'TFT9_Augment_UnleashedArcana', 'TFT6_Augment_CyberneticUplink1']",11,34,8,1,3,K3Ms3UaMZCJy0Ueeuxy8XFsXsOcWYHBrk1Adt4quHfzS9IrbDZ0TaRpxsIQYfg4PElJ8pPV89_zD-w,1962.94677734375,151,"[{'name': 'Set10_Breakout', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Edgelord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Executioner', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_KDA', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Pentakill', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Superfan', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}]","[{'character_id': 'TFT10_Lillia', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Gnar', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Mordekaiser', 'itemNames': ['TFT_Item_Crownguard', 'TFT_Item_WarmogsArmor', 'TFT_Item_DragonsClaw'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Neeko', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Karthus', 'itemNames': ['TFT_Item_RabadonsDeathcap', 'TFT_Item_SpearOfShojin', 'TFT_Item_JeweledGauntlet'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Viego', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Akali', 'itemNames': ['TFT_Item_UnstableConcoction', 'TFT_Item_Bloodthirster', 'TFT_Item_RapidFireCannon'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Yorick', 'itemNames': ['TFT_Item_UnstableConcoction', 'TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve'], 'name': '', 'rarity': 6, 'tier': 1}]",c4b96b47-3879-498f-a397-dc1e180c8a0c,25042,42,PetAoShin,"{'data_version': '5', 'match_id': 'NA1_4882148898', 'participants': ['XhMmRhizVrtP9kWahxVmAOBBhQSNHJf3_AD6VblACX4mbRNLIcqGM0S3ip_mUSmNjqXbrzFmEhANcg', 'hXrOwPaMrzDwTmi-iNzGh3powdax5NJ53dHzutImfJ5nL8lB8EEJSLCyBKMS2t1NJDRzgM13I8z1sQ', '55GiL7D7Q-NIdaI0XvcwRJ1CG-84wCW-qC7TbFCpdrrj-ulKhcfbn2NVvBvO2F3QdMFQ6GuI3n2nzw', 'K3Ms3UaMZCJy0Ueeuxy8XFsXsOcWYHBrk1Adt4quHfzS9IrbDZ0TaRpxsIQYfg4PElJ8pPV89_zD-w', 'M-jYM6XoI585iwc1PgccfMX2DODl788EERtvaKeifIbm3YHpkAqhxz8uDUJH2YPPeZjiroeZgND32Q', 'ZkukPZloeHVaHFq6drEQlwS_4IIKT9E0pib4lNPrpuX-LENB1cnEhtUJsv2FLlkl9kKBscFK7RyBQw', '36mm95k67XqP2vbGYYl5RimMvZsRrt4HnzkkNZorJunW4wecYOgYDzoTXCDfisjTB_T63ntn_LgaNg', 'n5gc2SMPNVh-iyvlhZleLgq-i9bTIW2k6P7pIvVceNYvBV6RsQPgD8m1cY0lChxI3oLof_zKBh4fTQ']}",
4,"['TFT9_Augment_LearningFromExperience2', 'TFT10_Augment_TwinTerror2', 'TFT6_Augment_Keepers1']",1,30,7,6,0,M-jYM6XoI585iwc1PgccfMX2DODl788EERtvaKeifIbm3YHpkAqhxz8uDUJH2YPPeZjiroeZgND32Q,1733.62744140625,83,"[{'name': 'Set10_Brawler', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_CrowdDive', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Dazzler', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_EDM', 'num_units': 4, 'style': 2, 'tier_current': 3, 'tier_total': 4}, {'name': 'Set10_Emo', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Funk', 'num_units': 0, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Guardian', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Pentakill', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT10_Jax', 'itemNames': ['TFT_Item_JeweledGauntlet', 'TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Jax', 'itemNames': ['TFT_Item_HextechGunblade'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Lux', 'itemNames': ['TFT_Item_RabadonsDeathcap', 'TFT_Item_SpearOfShojin', 'TFT_Item_ArchangelsStaff'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Zac', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Zed', 'itemNames': ['TFT_Item_LastWhisper'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Poppy', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Yorick', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",c4b96b47-3879-498f-a397-dc1e180c8a0c,25042,42,PetAoShin,"{'data_version': '5', 'match_id': 'NA1_4882148898', 'participants': ['XhMmRhizVrtP9kWahxVmAOBBhQSNHJf3_AD6VblACX4mbRNLIcqGM0S3ip_mUSmNjqXbrzFmEhANcg', 'hXrOwPaMrzDwTmi-iNzGh3powdax5NJ53dHzutImfJ5nL8lB8EEJSLCyBKMS2t1NJDRzgM13I8z1sQ', '55GiL7D7Q-NIdaI0XvcwRJ1CG-84wCW-qC7TbFCpdrrj-ulKhcfbn2NVvBvO2F3QdMFQ6GuI3n2nzw', 'K3Ms3UaMZCJy0Ueeuxy8XFsXsOcWYHBrk1Adt4quHfzS9IrbDZ0TaRpxsIQYfg4PElJ8pPV89_zD-w', 'M-jYM6XoI585iwc1PgccfMX2DODl788EERtvaKeifIbm3YHpkAqhxz8uDUJH2YPPeZjiroeZgND32Q', 'ZkukPZloeHVaHFq6drEQlwS_4IIKT9E0pib4lNPrpuX-LENB1cnEhtUJsv2FLlkl9kKBscFK7RyBQw', '36mm95k67XqP2vbGYYl5RimMvZsRrt4HnzkkNZorJunW4wecYOgYDzoTXCDfisjTB_T63ntn_LgaNg', 'n5gc2SMPNVh-iyvlhZleLgq-i9bTIW2k6P7pIvVceNYvBV6RsQPgD8m1cY0lChxI3oLof_zKBh4fTQ']}",
5,"['TFT9_Augment_OldMansWalkingStick', 'TFT9_Augment_Commander_FinalAscension', 'TFT9_Augment_IndomitableWill']",1,27,8,8,0,ZkukPZloeHVaHFq6drEQlwS_4IIKT9E0pib4lNPrpuX-LENB1cnEhtUJsv2FLlkl9kKBscFK7RyBQw,1582.6663818359375,44,"[{'name': 'Set10_Brawler', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Country', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_CrowdDive', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Dazzler', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_EDM', 'num_units': 4, 'style': 2, 'tier_current': 3, 'tier_total': 4}, {'name': 'Set10_Fighter', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_PopBand', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_TrueDamage', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT10_Jax', 'itemNames': ['TFT_Item_GuinsoosRageblade', 'TFT_Item_RapidFireCannon', 'TFT_Item_JeweledGauntlet'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Jax', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Sett', 'itemNames': ['TFT_Item_GargoyleStoneplate', 'TFT_Item_GargoyleStoneplate'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Lux', 'itemNames': ['TFT_Item_HextechGunblade', 'TFT_Item_BlueBuff'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Urgot', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT10_Zac', 'itemNames': ['TFT_Item_WarmogsArmor', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_GiantsBelt'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Zed', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Qiyana', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",fbeaa176-bf5a-42d8-8cd4-7a1910f448c1,20018,18,PetDSSwordGuy,"{'data_version': '5', 'match_id': 'NA1_4882148898', 'participants': ['XhMmRhizVrtP9kWahxVmAOBBhQSNHJf3_AD6VblACX4mbRNLIcqGM0S3ip_mUSmNjqXbrzFmEhANcg', 'hXrOwPaMrzDwTmi-iNzGh3powdax5NJ53dHzutImfJ5nL8lB8EEJSLCyBKMS2t1NJDRzgM13I8z1sQ', '55GiL7D7Q-NIdaI0XvcwRJ1CG-84wCW-qC7TbFCpdrrj-ulKhcfbn2NVvBvO2F3QdMFQ6GuI3n2nzw', 'K3Ms3UaMZCJy0Ueeuxy8XFsXsOcWYHBrk1Adt4quHfzS9IrbDZ0TaRpxsIQYfg4PElJ8pPV89_zD-w', 'M-jYM6XoI585iwc1PgccfMX2DODl788EERtvaKeifIbm3YHpkAqhxz8uDUJH2YPPeZjiroeZgND32Q', 'ZkukPZloeHVaHFq6drEQlwS_4IIKT9E0pib4lNPrpuX-LENB1cnEhtUJsv2FLlkl9kKBscFK7RyBQw', '36mm95k67XqP2vbGYYl5RimMvZsRrt4HnzkkNZorJunW4wecYOgYDzoTXCDfisjTB_T63ntn_LgaNg', 'n5gc2SMPNVh-iyvlhZleLgq-i9bTIW2k6P7pIvVceNYvBV6RsQPgD8m1cY0lChxI3oLof_zKBh4fTQ']}",Cosmic Abyssia3
6,"['TFT10_Augment_MetalHeads', 'TFT7_Augment_LuckyGlovesPlus', 'TFT6_Augment_CyberneticUplink1']",62,34,9,2,0,36mm95k67XqP2vbGYYl5RimMvZsRrt4HnzkkNZorJunW4wecYOgYDzoTXCDfisjTB_T63ntn_LgaNg,1962.94677734375,134,"[{'name': 'Set10_Breakout', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Edgelord', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Executioner', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Jazz', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_KDA', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Pentakill', 'num_units': 7, 'style': 3, 'tier_current': 3, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Superfan', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_TrueDamage', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}]","[{'character_id': 'TFT10_Kennen', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT10_Gnar', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Mordekaiser', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT10_Neeko', 'itemNames': ['TFT10_Item_PentakillEmblem', 'TFT10_Item_JazzEmblem'], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT_Item_GiantsBelt', 'TFT_Item_NightHarvester'], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT10_Karthus', 'itemNames': ['TFT_Item_SpearOfShojin', 'TFT_Item_BlueBuff'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Viego', 'itemNames': ['TFT_Item_TitansResolve', 'TFT_Item_HextechGunblade', 'TFT_Item_TitansResolve'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Akali_TrueDamage', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_UnstableConcoction', 'TFT_Item_GuardianAngel'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Yorick', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_LastWhisper', 'TFT_Item_Quicksilver'], 'name': '', 'rarity': 6, 'tier': 1}]",3f0590b0-9947-4c55-a4da-30b893006b9d,1018,18,PetGhosty,"{'data_version': '5', 'match_id': 'NA1_4882148898', 'participants': ['XhMmRhizVrtP9kWahxVmAOBBhQSNHJf3_AD6VblACX4mbRNLIcqGM0S3ip_mUSmNjqXbrzFmEhANcg', 'hXrOwPaMrzDwTmi-iNzGh3powdax5NJ53dHzutImfJ5nL8lB8EEJSLCyBKMS2t1NJDRzgM13I8z1sQ', '55GiL7D7Q-NIdaI0XvcwRJ1CG-84wCW-qC7TbFCpdrrj-ulKhcfbn2NVvBvO2F3QdMFQ6GuI3n2nzw', 'K3Ms3UaMZCJy0Ueeuxy8XFsXsOcWYHBrk1Adt4quHfzS9IrbDZ0TaRpxsIQYfg4PElJ8pPV89_zD-w', 'M-jYM6XoI585iwc1PgccfMX2DODl788EERtvaKeifIbm3YHpkAqhxz8uDUJH2YPPeZjiroeZgND32Q', 'ZkukPZloeHVaHFq6drEQlwS_4IIKT9E0pib4lNPrpuX-LENB1cnEhtUJsv2FLlkl9kKBscFK7RyBQw', '36mm95k67XqP2vbGYYl5RimMvZsRrt4HnzkkNZorJunW4wecYOgYDzoTXCDfisjTB_T63ntn_LgaNg', 'n5gc2SMPNVh-iyvlhZleLgq-i9bTIW2k6P7pIvVceNYvBV6RsQPgD8m1cY0lChxI3oLof_zKBh4fTQ']}",Shadowmask Hauntling3
