,augments,gold_left,last_round,level,partner_group_id,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits,units,companion.content_ID,companion.item_ID,companion.skin_ID,companion.species,metadata,littlelegend
0,"['TFT9_Augment_DravenSpoilsOfWar', 'TFT10_Augment_CrashTestDummies', 'TFT6_Augment_ForceOfNature']",4,34,9,1.0,6,0,4k41ztcw9PR3SI5aODUrCm6zJZ6yMhYg-c7Rz2Vu0HDsH5TmM-aaYVWg90RxuuwQ6CE_QENhktNV_w,2026.8878173828125,40,"[{'name': 'Set10_DJ', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Dazzler', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Deadeye', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Funk', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Hyperpop', 'num_units': 2, 'style': 3, 'tier_current': 2, 'tier_total': 4}, {'name': 'Set10_Jazz', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_KDA', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Superfan', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_TrueDamage', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}]","[{'character_id': 'TFT10_Lillia', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT10_Kennen', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 1}, {'character_id': 'TFT10_Bard', 'itemNames': ['TFT_Item_AdaptiveHelm', 'TFT_Item_JeweledGauntlet', 'TFT_Item_AdaptiveHelm'], 'name': '', 'rarity': 1, 'tier': 3}, {'character_id': 'TFT10_Kaisa', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT10_MissFortune', 'itemNames': ['TFT_Item_InfinityEdge', 'TFT_Item_Deathblade'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Neeko', 'itemNames': ['TFT_Item_Redemption', 'TFT_Item_NightHarvester'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT_Item_WarmogsArmor', 'TFT_Item_BrambleVest', 'TFT_Item_AdaptiveHelm'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_TwistedFate', 'itemNames': ['TFT10_Item_HyperPopEmblem'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Sona', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT10_Ziggs', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",87f906e8-27c1-48f9-86e2-a7d74a39c9cf,68002,2,PetChibiGwen,"{'data_version': '5', 'match_id': 'NA1_4920561990', 'participants': ['4k41ztcw9PR3SI5aODUrCm6zJZ6yMhYg-c7Rz2Vu0HDsH5TmM-aaYVWg90RxuuwQ6CE_QENhktNV_w', 'Pul54UMZH_8X1cN-l3olsgbtGRezwx_V0uEKm3a7LGrAzWwGvmXkGwXLMNW5CP6IilJUhO65ITW_cg', 'IkLITgB6LXcVS6JAx0iCKjeOruQwOa-ZMf4mHa_s5qepzCjGESY7bziM0Yo6GFUFBiIpx3XgGo_gXQ', 'pyrXaYcp4KCENkHUdemPgylxDdOkAg_XzfxYuf0qa76WYGD1QsXMee7Ex1LR91H6OAbCs7OqmGLUEw', 'sQIqLiohe-utZkVNBxkDLTGEBMiusyXEEYwrvQutFMC40t9kvO36d-pPugYoDpMAsoDoDvU4oY6TPA', 'a7fiHixF1kiBewn-TU2ypafOh7KHFl4Y2q-rDUBriRmhbNzMax5GhEqRksyu2tLiqHsQ_2lgT8A2bg', 'POdYSIVh7b9KtaIK47_1ISujhsnR035HnXSlPNWlwon4CLWCQq7IRAAOERbhTZCwQgfSEdssBgtCsQ', 'aMsUawhWAbaOsRJP-Z4RiVmFXy0wjiLWWgkTa5lzh023EoIW5l70AeLL2XCB4z2FwLkwno3ZrEI-jA']}",Chibi Soul Fighter Gwen1
1,"['TFT9_Augment_HealingOrbsI', 'TFT10_Augment_VampirismPlus', 'TFT9_Augment_GreaterJeweledLotus']",1,34,9,1.0,5,0,Pul54UMZH_8X1cN-l3olsgbtGRezwx_V0uEKm3a7LGrAzWwGvmXkGwXLMNW5CP6IilJUhO65ITW_cg,2028.8868408203125,59,"[{'name': 'Set10_8Bit', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Brawler', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Country', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Dazzler', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Deadeye', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_IllBeats', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Jazz', 'num_units': 3, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Pentakill', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Quickshot', 'num_units': 4, 'style': 2, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Sentinel', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT10_Corki', 'itemNames': ['TFT10_Item_RapidfireEmblem'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Bard', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT10_Garen', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_MissFortune', 'itemNames': ['TFT10_Item_8bitEmblem'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Caitlyn', 'itemNames': ['TFT_Item_InfinityEdge', 'TFT_Item_LastWhisper', 'TFT_Item_GuinsoosRageblade'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Thresh', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Illaoi', 'itemNames': ['TFT_Item_NightHarvester'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT10_Lucian', 'itemNames': ['TFT_Item_RunaansHurricane', 'TFT_Item_SpearOfShojin', 'TFT_Item_GuinsoosRageblade'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT10_Yorick', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",2f15445b-5df2-4996-a743-f43d4e95d336,76002,2,PetChibiSona,"{'data_version': '5', 'match_id': 'NA1_4920561990', 'participants': ['4k41ztcw9PR3SI5aODUrCm6zJZ6yMhYg-c7Rz2Vu0HDsH5TmM-aaYVWg90RxuuwQ6CE_QENhktNV_w', 'Pul54UMZH_8X1cN-l3olsgbtGRezwx_V0uEKm3a7LGrAzWwGvmXkGwXLMNW5CP6IilJUhO65ITW_cg', 'IkLITgB6LXcVS6JAx0iCKjeOruQwOa-ZMf4mHa_s5qepzCjGESY7bziM0Yo6GFUFBiIpx3XgGo_gXQ', 'pyrXaYcp4KCENkHUdemPgylxDdOkAg_XzfxYuf0qa76WYGD1QsXMee7Ex1LR91H6OAbCs7OqmGLUEw', 'sQIqLiohe-utZkVNBxkDLTGEBMiusyXEEYwrvQutFMC40t9kvO36d-pPugYoDpMAsoDoDvU4oY6TPA', 'a7fiHixF1kiBewn-TU2ypafOh7KHFl4Y2q-rDUBriRmhbNzMax5GhEqRksyu2tLiqHsQ_2lgT8A2bg', 'POdYSIVh7b9KtaIK47_1ISujhsnR035HnXSlPNWlwon4CLWCQq7IRAAOERbhTZCwQgfSEdssBgtCsQ', 'aMsUawhWAbaOsRJP-Z4RiVmFXy0wjiLWWgkTa5lzh023EoIW5l70AeLL2XCB4z2FwLkwno3ZrEI-jA']}",
2,"['TFT9_Augment_CuttingCorners', 'TFT9_Augment_GargantuanResolve', 'TFT9_Augment_RollTheDice']",24,23,8,2.0,7,0,IkLITgB6LXcVS6JAx0iCKjeOruQwOa-ZMf4mHa_s5qepzCjGESY7bziM0Yo6GFUFBiIpx3XgGo_gXQ,1375.966064453125,12,"[{'name': 'Set10_Breakout', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_CrowdDive', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Deadeye', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Executioner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_KDA', 'num_units': 9, 'style': 3, 'tier_current': 3, 'tier_total': 4}, {'name': 'Set10_Pentakill', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Superfan', 'num_units': 2, 'style': 0, 'tier_current': 0, 'tier_total': 3}]","[{'character_id': 'TFT10_Evelynn', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT10_Lillia', 'itemNames': ['TFT_Item_TitansResolve', 'TFT_Item_NegatronCloak'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Seraphine', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Kaisa', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Neeko', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT10_Ahri', 'itemNames': ['TFT5_Item_ThiefsGlovesRadiant'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Akali', 'itemNames': ['TFT_Item_MadredsBloodrazor', 'TFT_Item_LastWhisper', 'TFT_Item_RecurveBow'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Yorick', 'itemNames': ['TFT10_Item_KDAEmblem'], 'name': '', 'rarity': 6, 'tier': 1}]",c6b7ad51-918e-4328-982e-034136dfe893,27,27,PetTFTAvatar,"{'data_version': '5', 'match_id': 'NA1_4920561990', 'participants': ['4k41ztcw9PR3SI5aODUrCm6zJZ6yMhYg-c7Rz2Vu0HDsH5TmM-aaYVWg90RxuuwQ6CE_QENhktNV_w', 'Pul54UMZH_8X1cN-l3olsgbtGRezwx_V0uEKm3a7LGrAzWwGvmXkGwXLMNW5CP6IilJUhO65ITW_cg', 'IkLITgB6LXcVS6JAx0iCKjeOruQwOa-ZMf4mHa_s5qepzCjGESY7bziM0Yo6GFUFBiIpx3XgGo_gXQ', 'pyrXaYcp4KCENkHUdemPgylxDdOkAg_XzfxYuf0qa76WYGD1QsXMee7Ex1LR91H6OAbCs7OqmGLUEw', 'sQIqLiohe-utZkVNBxkDLTGEBMiusyXEEYwrvQutFMC40t9kvO36d-pPugYoDpMAsoDoDvU4oY6TPA', 'a7fiHixF1kiBewn-TU2ypafOh7KHFl4Y2q-rDUBriRmhbNzMax5GhEqRksyu2tLiqHsQ_2lgT8A2bg', 'POdYSIVh7b9KtaIK47_1ISujhsnR035HnXSlPNWlwon4CLWCQq7IRAAOERbhTZCwQgfSEdssBgtCsQ', 'aMsUawhWAbaOsRJP-Z4RiVmFXy0wjiLWWgkTa5lzh023EoIW5l70AeLL2XCB4z2FwLkwno3ZrEI-jA']}",Potion Sprite1
3,"['TFT9_Augment_OnARoll', 'TFT9_Augment_Idealism', 'TFT6_Augment_GachaAddict']",60,23,8,2.0,8,0,pyrXaYcp4KCENkHUdemPgylxDdOkAg_XzfxYuf0qa76WYGD1QsXMee7Ex1LR91H6OAbCs7OqmGLUEw,1369.361328125,7,"[{'name': 'Set10_8Bit', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_CrowdDive', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Deadeye', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Edgelord', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Jazz', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Pentakill', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_PopBand', 'num_units': 7, 'style': 3, 'tier_current': 3, 'tier_total': 4}, {'name': 'Set10_Quickshot', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Sentinel', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_TwoSides', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}]","[{'character_id': 'TFT10_KSante', 'itemNames': ['TFT_Item_Zephyr', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_Shroud'], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Aphelios', 'itemNames': [], 'name': '', 'rarity': 1, 'tier': 1}, {'character_id': 'TFT10_Yone', 'itemNames': ['TFT_Item_WarmogsArmor'], 'name': '', 'rarity': 2, 'tier': 1}, {'character_id': 'TFT10_Viego', 'itemNames': ['TFT_Item_UnstableConcoction'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Ezreal', 'itemNames': ['TFT_Item_SpearOfShojin'], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Caitlyn', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 1}, {'character_id': 'TFT10_Kayn', 'itemNames': ['TFT_Item_JeweledGauntlet'], 'name': '', 'rarity': 6, 'tier': 1}, {'character_id': 'TFT10_Lucian', 'itemNames': ['TFT10_Item_PBJEmblem'], 'name': '', 'rarity': 6, 'tier': 1}]",50a8e9e1-0c57-48ed-8d1d-b41958d6dc6c,27045,45,PetChoncc,"{'data_version': '5', 'match_id': 'NA1_4920561990', 'participants': ['4k41ztcw9PR3SI5aODUrCm6zJZ6yMhYg-c7Rz2Vu0HDsH5TmM-aaYVWg90RxuuwQ6CE_QENhktNV_w', 'Pul54UMZH_8X1cN-l3olsgbtGRezwx_V0uEKm3a7LGrAzWwGvmXkGwXLMNW5CP6IilJUhO65ITW_cg', 'IkLITgB6LXcVS6JAx0iCKjeOruQwOa-ZMf4mHa_s5qepzCjGESY7bziM0Yo6GFUFBiIpx3XgGo_gXQ', 'pyrXaYcp4KCENkHUdemPgylxDdOkAg_XzfxYuf0qa76WYGD1QsXMee7Ex1LR91H6OAbCs7OqmGLUEw', 'sQIqLiohe-utZkVNBxkDLTGEBMiusyXEEYwrvQutFMC40t9kvO36d-pPugYoDpMAsoDoDvU4oY6TPA', 'a7fiHixF1kiBewn-TU2ypafOh7KHFl4Y2q-rDUBriRmhbNzMax5GhEqRksyu2tLiqHsQ_2lgT8A2bg', 'POdYSIVh7b9KtaIK47_1ISujhsnR035HnXSlPNWlwon4CLWCQq7IRAAOERbhTZCwQgfSEdssBgtCsQ', 'aMsUawhWAbaOsRJP-Z4RiVmFXy0wjiLWWgkTa5lzh023EoIW5l70AeLL2XCB4z2FwLkwno3ZrEI-jA']}",
4,"['TFT10_Augment_SilverVeil', 'TFT9_Augment_HealingOrbsII', 'TFT9_Augment_Commander_FinalAscension']",1,38,8,3.0,4,0,sQIqLiohe-utZkVNBxkDLTGEBMiusyXEEYwrvQutFMC40t9kvO36d-pPugYoDpMAsoDoDvU4oY6TPA,2247.474365234375,57,"[{'name': 'Set10_Brawler', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Dazzler', 'num_units': 6, 'style': 3, 'tier_current': 3, 'tier_total': 3}, {'name': 'Set10_EDM', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Funk', 'num_units': 5, 'style': 3, 'tier_current': 3, 'tier_total': 4}, {'name': 'Set10_Guardian', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Hyperpop', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}]","[{'character_id': 'TFT10_Taric', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Nami', 'itemNames': ['TFT_Item_RecurveBow'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT10_Gragas', 'itemNames': ['TFT_Item_WarmogsArmor', 'TFT10_Item_DazzlerEmblem', 'TFT_Item_GargoyleStoneplate'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Lux', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_JeweledGauntlet', 'TFT_Item_RunaansHurricane'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_TwistedFate', 'itemNames': ['TFT_Item_StatikkShiv', 'TFT_Item_AdaptiveHelm', 'TFT_Item_GuinsoosRageblade'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Zac', 'itemNames': ['TFT_Item_AdaptiveHelm', 'TFT_Item_NightHarvester', 'TFT_Item_IonicSpark'], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Blitzcrank', 'itemNames': [], 'name': '', 'rarity': 4, 'tier': 2}, {'character_id': 'TFT10_Ziggs', 'itemNames': ['TFT_Item_ThiefsGloves', 'TFT_Item_WarmogsArmor', 'TFT_Item_InfinityEdge'], 'name': '', 'rarity': 6, 'tier': 2}]",3c82192f-f1b1-4e05-8a71-3cb7cbb64fc3,27051,51,PetChoncc,"{'data_version': '5', 'match_id': 'NA1_4920561990', 'participants': ['4k41ztcw9PR3SI5aODUrCm6zJZ6yMhYg-c7Rz2Vu0HDsH5TmM-aaYVWg90RxuuwQ6CE_QENhktNV_w', 'Pul54UMZH_8X1cN-l3olsgbtGRezwx_V0uEKm3a7LGrAzWwGvmXkGwXLMNW5CP6IilJUhO65ITW_cg', 'IkLITgB6LXcVS6JAx0iCKjeOruQwOa-ZMf4mHa_s5qepzCjGESY7bziM0Yo6GFUFBiIpx3XgGo_gXQ', 'pyrXaYcp4KCENkHUdemPgylxDdOkAg_XzfxYuf0qa76WYGD1QsXMee7Ex1LR91H6OAbCs7OqmGLUEw', 'sQIqLiohe-utZkVNBxkDLTGEBMiusyXEEYwrvQutFMC40t9kvO36d-pPugYoDpMAsoDoDvU4oY6TPA', 'a7fiHixF1kiBewn-TU2ypafOh7KHFl4Y2q-rDUBriRmhbNzMax5GhEqRksyu2tLiqHsQ_2lgT8A2bg', 'POdYSIVh7b9KtaIK47_1ISujhsnR035HnXSlPNWlwon4CLWCQq7IRAAOERbhTZCwQgfSEdssBgtCsQ', 'aMsUawhWAbaOsRJP-Z4RiVmFXy0wjiLWWgkTa5lzh023EoIW5l70AeLL2XCB4z2FwLkwno3ZrEI-jA']}",
5,"['TFT9_Augment_CustomerIsAlwaysRight', 'TFT10_Augment_SpellweaverHalftimeShow', 'TFT9_Augment_GreaterJeweledLotus']",0,38,9,3.0,3,2,a7fiHixF1kiBewn-TU2ypafOh7KHFl4Y2q-rDUBriRmhbNzMax5GhEqRksyu2tLiqHsQ_2lgT8A2bg,2233.563232421875,69,"[{'name': 'Set10_DJ', 'num_units': 1, 'style': 5, 'tier_current': 1, 'tier_total': 1}, {'name': 'Set10_Emo', 'num_units': 4, 'style': 3, 'tier_current': 2, 'tier_total': 3}, {'name': 'Set10_Executioner', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Fighter', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 3}, {'name': 'Set10_Guardian', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_Hyperpop', 'num_units': 1, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_KDA', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Pentakill', 'num_units': 1, 'style': 0, 'tier_current': 0, 'tier_total': 4}, {'name': 'Set10_Sentinel', 'num_units': 2, 'style': 1, 'tier_current': 1, 'tier_total': 4}, {'name': 'Set10_Spellweaver', 'num_units': 5, 'style': 2, 'tier_current': 2, 'tier_total': 4}, {'name': 'Set10_Superfan', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 3}, {'name': 'Set10_TrueDamage', 'num_units': 3, 'style': 1, 'tier_current': 1, 'tier_total': 4}]","[{'character_id': 'TFT10_Lillia', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Annie', 'itemNames': ['TFT_Item_SpearOfShojin', 'TFT_Item_ArchangelsStaff', 'TFT_Item_JeweledGauntlet'], 'name': '', 'rarity': 0, 'tier': 3}, {'character_id': 'TFT10_Kennen', 'itemNames': [], 'name': '', 'rarity': 0, 'tier': 2}, {'character_id': 'TFT10_Gnar', 'itemNames': ['TFT_Item_Quicksilver'], 'name': '', 'rarity': 1, 'tier': 2}, {'character_id': 'TFT10_Amumu', 'itemNames': [], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT10_Vex', 'itemNames': ['TFT_Item_SpearOfShojin', 'TFT10_Item_TrueDamageEmblem', 'TFT_Item_RabadonsDeathcap'], 'name': '', 'rarity': 2, 'tier': 2}, {'character_id': 'TFT10_Lulu', 'itemNames': ['TFT10_Item_EmoEmblem', 'TFT_Item_SpearOfShojin', 'TFT_Item_GuinsoosRageblade'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT10_Ekko', 'itemNames': ['TFT_Item_SpectralGauntlet', 'TFT_Item_GargoyleStoneplate'], 'name': '', 'rarity': 2, 'tier': 3}, {'character_id': 'TFT10_Sona', 'itemNames': [], 'name': '', 'rarity': 6, 'tier': 1}]",7f7b064e-9352-4a90-823c-b4fee234119f,39002,2,PetBallDragon,"{'data_version': '5', 'match_id': 'NA1_4920561990', 'participants': ['4k41ztcw9PR3SI5aODUrCm6zJZ6yMhYg-c7Rz2Vu0HDsH5TmM-aaYVWg90RxuuwQ6CE_QENhktNV_w', 'Pul54UMZH_8X1cN-l3olsgbtGRezwx_V0uEKm3a7LGrAzWwGvmXkGwXLMNW5CP6IilJUhO65ITW_cg', 'IkLITgB6LXcVS6JAx0iCKjeOruQwOa-ZMf4mHa_s5qepzCjGESY7bziM0Yo6GFUFBiIpx3XgGo_gXQ', 'pyrXaYcp4KCENkHUdemPgylxDdOkAg_XzfxYuf0qa76WYGD1QsXMee7Ex1LR91H6OAbCs7OqmGLUEw', 'sQIqLiohe-utZkVNBxkDLTGEBMiusyXEEYwrvQutFMC40t9kvO36d-pPugYoDpMAsoDoDvU4oY6TPA', 'a7fiHixF1kiBewn-TU2ypafOh7KHFl4Y2q-rDUBriRmhbNzMax5GhEqRksyu2tLiqHsQ_2lgT8A2bg', 'POdYSIVh7b9KtaIK47_1ISujhsnR035HnXSlPNWlwon4CLWCQq7IRAAOERbhTZCwQgfSEdssBgtCsQ', 'aMsUawhWAbaOsRJP-Z4RiVmFXy0wjiLWWgkTa5lzh023EoIW5l70AeLL2XCB4z2FwLkwno3ZrEI-jA']}",Poggles2
